Data,Cidade,Condicao_do_Tempo_Prevista,Temperatura_Tendencia,Temperatura_Minima,Temperatura_Maxima,Vento_Velocidade_Minima,Vento_Velocidade_Maxima,Vento_Direcao,Vento_Intensidade
30/10/2022,Sao Francisco do Para - PA,Poucas nuvens a nublado com possibilidade de chuva em areas isoladas a tarde,Elevacao,23,34,60,95,E - NE,Fracos/Moderados
31/10/2022,Sao Francisco do Para - PA,Poucas nuvens a nublado,Estavel,23,34,60,95,E - NE,Fracos/Moderados
04/10/2022,Sao Gabriel da Cachoeira - AM,Parcialmente nublado com chuva em areas isoladas,Estavel,22,32,60,90,NE - N,Fracos
05/10/2022,Sao Gabriel da Cachoeira - AM,Parcialmente nublado,Estavel,22,35,45,90,NE - SE,Fracos
06/10/2022,Sao Gabriel da Cachoeira - AM,Claro a parcialmente nublado com possibilidade de chuva em areas isoladas,Estavel,23,34,35,90,E - N,Fracos
07/10/2022,Sao Gabriel da Cachoeira - AM,Poucas nuvens a parcialmente nublado com possibilidade de chuva em areas isoladas,Estavel,23,34,55,90,N - E,Fracos
08/10/2022,Sao Gabriel da Cachoeira - AM,Poucas nuvens a parcialmente nublado com possibilidade de chuva em areas isoladas,Estavel,23,36,50,85,NW - W,Fracos
09/10/2022,Sao Gabriel da Cachoeira - AM,Parcialmente nublado a nublado com chuva em areas isoladas,Estavel,22,35,60,95,W - E,Fracos
10/10/2022,Sao Gabriel da Cachoeira - AM,Parcialmente nublado a nublado com chuva em areas isoladas,Estavel,22,35,60,95,NW - W,Fracos
11/10/2022,Sao Gabriel da Cachoeira - AM,Nublado a parcialmente nublado com chuva,Declinio,22,31,60,95,N - NW,Fracos
12/10/2022,Sao Gabriel da Cachoeira - AM,Nublado a parcialmente nublado com chuva em areas isoladas,Estavel,22,33,55,95,SE - NW,Fracos
13/10/2022,Sao Gabriel da Cachoeira - AM,Nublado a parcialmente nublado com possibilidade de chuva em areas isoladas,Estavel,22,34,50,95,E - NE,Fracos
14/10/2022,Sao Gabriel da Cachoeira - AM,Parcialmente nublado a nublado com chuva em areas isoladas,Estavel,22,34,50,95,NE - SE,Fracos
15/10/2022,Sao Gabriel da Cachoeira - AM,Parcialmente nublado a nublado com chuva e trovoadas,Declinio,22,31,60,95,SE - S,Fracos
16/10/2022,Sao Gabriel da Cachoeira - AM,Nublado com chuva e trovoadas,Declinio,22,29,60,95,S - NW,Fracos
17/10/2022,Sao Gabriel da Cachoeira - AM,Nublado a parcialmente nublado com chuva,Estavel,22,29,60,95,NE - NW,Fracos
18/10/2022,Sao Gabriel da Cachoeira - AM,Nublado a parcialmente nublado com pancadas de chuva isoladas,Elevacao,22,31,60,95,SE - NE,Fracos
19/10/2022,Sao Gabriel da Cachoeira - AM,Parcialmente nublado a nublado com pancadas de chuva isoladas,Estavel,22,32,60,95,E - NE,Fracos
20/10/2022,Sao Gabriel da Cachoeira - AM,Parcialmente nublado a nublado com pancadas de chuva,Estavel,22,30,65,95,NE - NW,Fracos
21/10/2022,Sao Gabriel da Cachoeira - AM,Parcialmente nublado a nublado com pancadas de chuva e trovoadas,Estavel,23,30,65,95,NW - N,Fracos
22/10/2022,Sao Gabriel da Cachoeira - AM,Nublado a parcialmente nublado com pancadas de chuva,Estavel,22,32,60,95,NE - SE,Fracos
23/10/2022,Sao Gabriel da Cachoeira - AM,Nublado com chuva,Declinio,22,29,60,95,NW - S,Fracos
26/10/2022,Sao Gabriel da Cachoeira - AM,Parcialmente nublado a nublado com chuva em areas isoladas,Estavel,24,33,55,95,NE - E,Fracos
27/10/2022,Sao Gabriel da Cachoeira - AM,Parcialmente nublado com possibilidade de chuva em areas isoladas,Estavel,24,34,55,90,E - NE,Fracos
28/10/2022,Sao Gabriel da Cachoeira - AM,Nublado a parcialmente nublado com chuva em areas isoladas,Estavel,23,34,60,95,NE - N,Fracos
29/10/2022,Sao Gabriel da Cachoeira - AM,Nublado a parcialmente nublado com chuva,Estavel,23,32,65,95,E - SE,Fracos
30/10/2022,Sao Gabriel da Cachoeira - AM,Nublado a parcialmente nublado com chuva em areas isoladas,Estavel,23,34,60,95,NW - W,Fracos
31/10/2022,Sao Gabriel da Cachoeira - AM,Nublado a parcialmente nublado com chuva em areas isoladas,Estavel,23,34,60,95,NW - W,Fracos
04/10/2022,Sao Geraldo do Araguaia - PA,Claro a parcialmente nublado,Estavel,22,35,30,95,NE - SE,Fracos/Moderados
05/10/2022,Sao Geraldo do Araguaia - PA,Claro a parcialmente nublado,Estavel,22,35,40,95,NE - SE,Fracos/Moderados
06/10/2022,Sao Geraldo do Araguaia - PA,Claro a parcialmente nublado,Estavel,22,35,40,95,NE - SE,Fracos/Moderados
07/10/2022,Sao Geraldo do Araguaia - PA,Poucas nuvens a parcialmente nublado com pancadas de chuva e trovoadas isoladas a tarde e no inicio da noite,Estavel,22,35,40,95,NE - SE,Fracos/Moderados
08/10/2022,Sao Geraldo do Araguaia - PA,Poucas nuvens a parcialmente nublado com pancadas de chuva e trovoadas isoladas a tarde e no inicio da noite,Estavel,22,35,40,95,NE - SE,Fracos/Moderados
09/10/2022,Sao Geraldo do Araguaia - PA,Poucas nuvens a parcialmente nublado,Estavel,22,35,40,95,NE - SE,Fracos/Moderados
10/10/2022,Sao Geraldo do Araguaia - PA,Poucas nuvens a parcialmente nublado com chuva em areas isoladas a qualquer hora do dia,Estavel,24,34,40,95,NE - SE,Fracos/Moderados
11/10/2022,Sao Geraldo do Araguaia - PA,Nublado a parcialmente nublado com chuva e trovoadas a qualquer hora do dia,Estavel,23,31,60,100,SE - NE,Fracos/Moderados
13/10/2022,Sao Geraldo do Araguaia - PA,Poucas nuvens a nublado,Estavel,23,33,60,95,SE - NE,Fracos/Moderados
14/10/2022,Sao Geraldo do Araguaia - PA,Claro a parcialmente nublado,Estavel,23,36,50,90,SE - NE,Fracos/Moderados
15/10/2022,Sao Geraldo do Araguaia - PA,Parcialmente nublado a nublado com chuva e trovoadas a tarde e a noite,Declinio,23,33,60,100,E - NE,Fracos/Moderados
16/10/2022,Sao Geraldo do Araguaia - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas a tarde,Estavel,23,32,60,100,E - NE,Fracos/Moderados
17/10/2022,Sao Geraldo do Araguaia - PA,Poucas nuvens a nublado com pancadas de chuva e trovoadas isoladas a tarde,Estavel,23,32,60,100,E - NE,Fracos/Moderados
18/10/2022,Sao Geraldo do Araguaia - PA,Poucas nuvens a nublado,Estavel,23,34,50,95,E - NE,Fracos/Moderados
19/10/2022,Sao Geraldo do Araguaia - PA,Poucas nuvens a nublado,Estavel,23,34,50,95,E - NE,Fracos/Moderados
20/10/2022,Sao Geraldo do Araguaia - PA,Poucas nuvens a nublado,Estavel,23,34,50,95,E - NE,Fracos/Moderados
21/10/2022,Sao Geraldo do Araguaia - PA,Poucas nuvens a nublado,Estavel,23,35,45,95,E - NE,Fracos/Moderados
22/10/2022,Sao Geraldo do Araguaia - PA,Encoberto a nublado com chuva e trovoadas a qualquer hora do dia,Estavel,23,32,60,100,E - NE,Fracos/Moderados
23/10/2022,Sao Geraldo do Araguaia - PA,Encoberto a nublado com chuva e trovoadas a qualquer hora do dia,Estavel,23,32,60,100,E - NE,Fracos/Moderados
24/10/2022,Sao Geraldo do Araguaia - PA,Parcialmente nublado a nublado com chuva e trovoadas a tarde e a noite,Estavel,23,32,55,100,E - NE,Fracos/Moderados
25/10/2022,Sao Geraldo do Araguaia - PA,Nublado a parcialmente nublado com chuva e trovoadas a qualquer hora do dia,Declinio,23,30,60,100,SW - NE,Fracos/Moderados
26/10/2022,Sao Geraldo do Araguaia - PA,Parcialmente nublado a nublado com chuva e trovoadas a tarde,Elevacao,23,33,60,100,SE - NE,Fracos/Moderados
27/10/2022,Sao Geraldo do Araguaia - PA,Parcialmente nublado a nublado com chuva e trovoadas a tarde e a noite,Estavel,23,32,60,100,SE - NE,Fracos/Moderados
28/10/2022,Sao Geraldo do Araguaia - PA,Nublado a parcialmente nublado com chuva e trovoadas a qualquer hora do dia,Estavel,23,31,65,100,SE - NE,Fracos/Moderados
29/10/2022,Sao Geraldo do Araguaia - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas a tarde e a noite,Estavel,23,32,60,100,SE - NE,Fracos/Moderados
30/10/2022,Sao Geraldo do Araguaia - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas a tarde,Estavel,23,32,60,100,SE - NE,Fracos/Moderados
31/10/2022,Sao Geraldo do Araguaia - PA,Nublado a parcialmente nublado com chuva e trovoadas a qualquer hora do dia,Estavel,23,31,60,100,SE - NE,Fracos/Moderados
04/10/2022,Sao Joao da Baliza - RR,Parcialmente nublado a nublado com chuva em areas isoladas,Elevacao,21,31,55,90,NE - E,Fracos
05/10/2022,Sao Joao da Baliza - RR,Parcialmente nublado a nublado com chuva em areas isoladas,Elevacao,22,32,55,90,E - NE,Fracos
06/10/2022,Sao Joao da Baliza - RR,Claro a parcialmente nublado com possibilidade de chuva em areas isoladas,Elevacao,23,33,50,85,NE - E,Fracos
07/10/2022,Sao Joao da Baliza - RR,Claro a parcialmente nublado,Elevacao,23,35,50,75,NE - N,Fracos
08/10/2022,Sao Joao da Baliza - RR,Claro a poucas nuvens,Elevacao,23,35,55,70,E - N,Fracos
09/10/2022,Sao Joao da Baliza - RR,Poucas nuvens a parcialmente nublado,Elevacao,24,35,50,75,E - NE,Fracos
10/10/2022,Sao Joao da Baliza - RR,Parcialmente nublado a nublado com chuva em areas isoladas,Elevacao,24,33,60,90,E - SE,Fracos
11/10/2022,Sao Joao da Baliza - RR,Nublado a parcialmente nublado com chuva e trovoadas,Declinio,23,31,60,95,NE - N,Fracos
12/10/2022,Sao Joao da Baliza - RR,Nublado a parcialmente nublado com possibilidade de chuva em areas isoladas,Elevacao,23,33,55,95,SE - SW,Fracos
13/10/2022,Sao Joao da Baliza - RR,Poucas nuvens a parcialmente nublado com chuva em areas isoladas,Elevacao,23,34,55,95,E - SE,Fracos
14/10/2022,Sao Joao da Baliza - RR,Poucas nuvens a nublado com chuva em areas isoladas,Estavel,22,33,55,95,NE - N,Fracos
15/10/2022,Sao Joao da Baliza - RR,Parcialmente nublado a nublado com pancadas de chuva isoladas,Estavel,22,32,60,95,NE - NW,Fracos
16/10/2022,Sao Joao da Baliza - RR,Nublado com pancadas de chuva e trovoadas isoladas,Declinio,22,30,65,95,SE - SW,Fracos
17/10/2022,Sao Joao da Baliza - RR,Parcialmente nublado a nublado com pancadas de chuva e trovoadas,Estavel,22,30,65,95,NW - SE,Fracos
18/10/2022,Sao Joao da Baliza - RR,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas,Estavel,22,30,65,95,SE - NE,Fracos
19/10/2022,Sao Joao da Baliza - RR,Parcialmente nublado a nublado com pancadas de chuva isoladas,Estavel,22,32,65,95,NE - E,Fracos
20/10/2022,Sao Joao da Baliza - RR,Parcialmente nublado a nublado com pancadas de chuva e trovoadas,Estavel,23,32,60,95,N - NE,Fracos
21/10/2022,Sao Joao da Baliza - RR,Poucas nuvens a parcialmente nublado com chuva em areas isoladas,Estavel,23,33,55,95,NE - NW,Fracos
22/10/2022,Sao Joao da Baliza - RR,Parcialmente nublado a nublado com chuva em areas isoladas,Estavel,23,33,55,95,NE - N,Fracos
23/10/2022,Sao Joao da Baliza - RR,Parcialmente nublado a nublado com pancadas de chuva,Estavel,23,33,60,95,NE - SE,Fracos
24/10/2022,Sao Joao da Baliza - RR,Parcialmente nublado a nublado com chuva em areas isoladas,Estavel,24,32,60,95,E - NE,Fracos
25/10/2022,Sao Joao da Baliza - RR,Parcialmente nublado a nublado com chuva em areas isoladas,Estavel,24,32,60,95,E - NE,Fracos
26/10/2022,Sao Joao da Baliza - RR,Parcialmente nublado a nublado com chuva em areas isoladas,Estavel,24,32,60,95,E - NE,Fracos
27/10/2022,Sao Joao da Baliza - RR,Parcialmente nublado com possibilidade de chuva em areas isoladas,Estavel,23,34,50,90,E - NE,Fracos
28/10/2022,Sao Joao da Baliza - RR,Parcialmente nublado a nublado com chuva em areas isoladas,Estavel,23,32,65,95,E - NE,Fracos
29/10/2022,Sao Joao da Baliza - RR,Parcialmente nublado,Estavel,23,33,55,85,NE - E,Fracos
30/10/2022,Sao Joao da Baliza - RR,Parcialmente nublado com possibilidade de chuva em areas isoladas,Estavel,23,34,55,85,NE - E,Fracos
31/10/2022,Sao Joao da Baliza - RR,Parcialmente nublado com possibilidade de chuva em areas isoladas,Estavel,23,34,55,85,NE - E,Fracos
04/10/2022,Sao Joao da Ponta - PA,Claro a nublado com pancadas de chuva isoladas a tarde,Estavel,23,33,55,95,SE - E,Fracos/Moderados
05/10/2022,Sao Joao da Ponta - PA,Claro a nublado com pancadas de chuva isoladas a tarde,Estavel,23,33,55,95,SE - E,Fracos/Moderados
06/10/2022,Sao Joao da Ponta - PA,Claro a nublado com pancadas de chuva isoladas entre o final da tarde e o inicio da noite,Estavel,23,33,55,95,SE - E,Fracos/Moderados
07/10/2022,Sao Joao da Ponta - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas a tarde,Estavel,23,33,55,95,SE - E,Fracos/Moderados
08/10/2022,Sao Joao da Ponta - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas a tarde,Estavel,23,33,55,95,SE - E,Fracos/Moderados
09/10/2022,Sao Joao da Ponta - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas a tarde e a noite,Estavel,24,32,60,100,SE - E,Fracos/Moderados
10/10/2022,Sao Joao da Ponta - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas a tarde e a noite,Estavel,25,34,50,95,SE - NE,Fracos/Moderados
11/10/2022,Sao Joao da Ponta - PA,Poucas nuvens a nublado,Estavel,25,32,65,95,E - NE,Fracos/Moderados
13/10/2022,Sao Joao da Ponta - PA,Poucas nuvens a nublado,Estavel,25,32,65,100,E - NE,Fracos/Moderados
14/10/2022,Sao Joao da Ponta - PA,Claro a parcialmente nublado,Estavel,25,32,65,95,E - NE,Fracos/Moderados
15/10/2022,Sao Joao da Ponta - PA,Claro a parcialmente nublado,Estavel,25,32,65,95,E - NE,Fracos/Moderados
16/10/2022,Sao Joao da Ponta - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas a tarde,Estavel,25,31,65,100,E - NE,Fracos/Moderados
17/10/2022,Sao Joao da Ponta - PA,Poucas nuvens a nublado com pancadas de chuva e trovoadas isoladas a tarde,Estavel,25,31,65,100,E - NE,Fracos/Moderados
18/10/2022,Sao Joao da Ponta - PA,Poucas nuvens a nublado com pancadas de chuva e trovoadas isoladas a tarde e a noite,Estavel,25,31,65,100,E - NE,Fracos/Moderados
19/10/2022,Sao Joao da Ponta - PA,Poucas nuvens a nublado com pancadas de chuva e trovoadas isoladas entre o final da tarde e o inicio da noite,Estavel,25,31,65,100,E - NE,Fracos/Moderados
20/10/2022,Sao Joao da Ponta - PA,Poucas nuvens a nublado com pancadas de chuva e trovoadas isoladas entre o final da tarde e o inicio da noite,Estavel,25,31,65,100,E - NE,Fracos/Moderados
21/10/2022,Sao Joao da Ponta - PA,Poucas nuvens a nublado com pancadas de chuva e trovoadas isoladas a tarde,Estavel,25,32,55,95,E - NE,Fracos/Moderados
22/10/2022,Sao Joao da Ponta - PA,Poucas nuvens a nublado com pancadas de chuva e trovoadas isoladas a tarde,Estavel,24,33,50,100,E - NE,Fracos/Moderados
23/10/2022,Sao Joao da Ponta - PA,Poucas nuvens a nublado com pancadas de chuva e trovoadas isoladas a tarde,Estavel,24,33,50,100,E - NE,Fracos/Moderados
24/10/2022,Sao Joao da Ponta - PA,Poucas nuvens a nublado com pancadas de chuva e trovoadas isoladas a tarde,Estavel,24,33,50,100,E - NE,Fracos/Moderados
25/10/2022,Sao Joao da Ponta - PA,Poucas nuvens a nublado com pancadas de chuva isoladas a tarde,Estavel,25,32,65,90,E - NE,Fracos/Moderados
26/10/2022,Sao Joao da Ponta - PA,Poucas nuvens a nublado com chuva e trovoadas a tarde,Estavel,25,31,65,100,E - NE,Fracos/Moderados
27/10/2022,Sao Joao da Ponta - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas a tarde,Estavel,25,31,65,100,E - NE,Fracos/Moderados
28/10/2022,Sao Joao da Ponta - PA,Poucas nuvens a nublado,Estavel,25,32,65,90,E - NE,Fracos/Moderados
29/10/2022,Sao Joao da Ponta - PA,Poucas nuvens a nublado com pancadas de chuva isoladas a tarde,Estavel,25,32,65,90,E - NE,Fracos/Moderados
30/10/2022,Sao Joao da Ponta - PA,Poucas nuvens a nublado com possibilidade de chuva em areas isoladas a tarde,Estavel,25,32,65,90,E - NE,Fracos/Moderados
31/10/2022,Sao Joao da Ponta - PA,Poucas nuvens a nublado,Estavel,25,32,65,90,E - NE,Fracos/Moderados
04/10/2022,Sao Joao de Pirabas - PA,Poucas nuvens a nublado com pancadas de chuva isoladas a tarde,Estavel,24,32,60,95,SE - E,Fracos/Moderados
05/10/2022,Sao Joao de Pirabas - PA,Poucas nuvens a nublado com pancadas de chuva isoladas a tarde,Estavel,24,32,50,95,SE - E,Fracos/Moderados
06/10/2022,Sao Joao de Pirabas - PA,Poucas nuvens a nublado com pancadas de chuva isoladas a tarde,Estavel,24,32,50,95,SE - E,Fracos/Moderados
07/10/2022,Sao Joao de Pirabas - PA,Parcialmente nublado a nublado com pancadas de chuva isoladas a tarde,Estavel,24,32,50,95,SE - E,Fracos/Moderados
08/10/2022,Sao Joao de Pirabas - PA,Parcialmente nublado a nublado,Estavel,24,32,50,95,SE - E,Fracos/Moderados
09/10/2022,Sao Joao de Pirabas - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas a tarde,Estavel,24,32,55,95,SE - E,Fracos/Moderados
10/10/2022,Sao Joao de Pirabas - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas a tarde e a noite,Estavel,25,34,50,95,SE - NE,Fracos/Moderados
11/10/2022,Sao Joao de Pirabas - PA,Poucas nuvens a nublado,Estavel,25,32,65,95,E - NE,Fracos/Moderados
13/10/2022,Sao Joao de Pirabas - PA,Poucas nuvens a nublado,Estavel,25,32,65,100,E - NE,Fracos/Moderados
14/10/2022,Sao Joao de Pirabas - PA,Claro a parcialmente nublado,Estavel,25,32,65,95,E - NE,Fracos/Moderados
15/10/2022,Sao Joao de Pirabas - PA,Claro a parcialmente nublado,Estavel,25,32,65,95,E - NE,Fracos/Moderados
16/10/2022,Sao Joao de Pirabas - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas a tarde,Estavel,25,31,65,100,E - NE,Fracos/Moderados
17/10/2022,Sao Joao de Pirabas - PA,Poucas nuvens a nublado com pancadas de chuva e trovoadas isoladas a tarde,Estavel,25,31,65,100,E - NE,Fracos/Moderados
18/10/2022,Sao Joao de Pirabas - PA,Poucas nuvens a nublado com pancadas de chuva e trovoadas isoladas a tarde e a noite,Estavel,25,31,65,100,E - NE,Fracos/Moderados
19/10/2022,Sao Joao de Pirabas - PA,Poucas nuvens a nublado com pancadas de chuva e trovoadas isoladas entre o final da tarde e o inicio da noite,Estavel,25,31,65,100,E - NE,Fracos/Moderados
20/10/2022,Sao Joao de Pirabas - PA,Poucas nuvens a nublado com pancadas de chuva e trovoadas isoladas entre o final da tarde e o inicio da noite,Estavel,25,31,65,100,E - NE,Fracos/Moderados
21/10/2022,Sao Joao de Pirabas - PA,Poucas nuvens a nublado com pancadas de chuva e trovoadas isoladas a tarde,Estavel,25,32,55,95,E - NE,Fracos/Moderados
22/10/2022,Sao Joao de Pirabas - PA,Poucas nuvens a nublado com pancadas de chuva e trovoadas isoladas a tarde,Estavel,24,33,50,100,E - NE,Fracos/Moderados
23/10/2022,Sao Joao de Pirabas - PA,Poucas nuvens a nublado com pancadas de chuva e trovoadas isoladas a tarde,Estavel,24,33,50,100,E - NE,Fracos/Moderados
24/10/2022,Sao Joao de Pirabas - PA,Poucas nuvens a nublado com pancadas de chuva e trovoadas isoladas a tarde,Estavel,24,33,50,100,E - NE,Fracos/Moderados
25/10/2022,Sao Joao de Pirabas - PA,Poucas nuvens a nublado com pancadas de chuva isoladas a tarde,Estavel,25,32,65,90,E - NE,Fracos/Moderados
26/10/2022,Sao Joao de Pirabas - PA,Poucas nuvens a nublado com chuva e trovoadas a tarde,Estavel,25,31,65,100,E - NE,Fracos/Moderados
27/10/2022,Sao Joao de Pirabas - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas a tarde,Estavel,25,31,65,100,E - NE,Fracos/Moderados
28/10/2022,Sao Joao de Pirabas - PA,Poucas nuvens a nublado,Estavel,25,32,65,90,E - NE,Fracos/Moderados
29/10/2022,Sao Joao de Pirabas - PA,Poucas nuvens a nublado com pancadas de chuva isoladas a tarde,Estavel,25,32,65,90,E - NE,Fracos/Moderados
30/10/2022,Sao Joao de Pirabas - PA,Poucas nuvens a nublado com possibilidade de chuva em areas isoladas a tarde,Estavel,25,32,65,90,E - NE,Fracos/Moderados
31/10/2022,Sao Joao de Pirabas - PA,Poucas nuvens a nublado,Estavel,25,32,65,90,E - NE,Fracos/Moderados
04/10/2022,Sao Joao do Araguaia - PA,Parcialmente nublado a nublado,Estavel,24,36,40,95,NE - E,Fracos/Moderados
05/10/2022,Sao Joao do Araguaia - PA,Parcialmente nublado a nublado,Estavel,24,36,40,95,NE - E,Fracos/Moderados
06/10/2022,Sao Joao do Araguaia - PA,Parcialmente nublado a nublado,Estavel,24,36,40,95,NE - E,Fracos/Moderados
07/10/2022,Sao Joao do Araguaia - PA,Poucas nuvens a nublado,Estavel,24,36,40,95,NE - E,Fracos/Moderados
08/10/2022,Sao Joao do Araguaia - PA,Poucas nuvens a nublado,Estavel,22,37,35,95,NE - E,Fracos/Moderados
09/10/2022,Sao Joao do Araguaia - PA,Poucas nuvens a nublado com possibilidade de chuva em areas isoladas a noite,Estavel,24,34,50,95,NE - E,Fracos/Moderados
10/10/2022,Sao Joao do Araguaia - PA,Poucas nuvens a parcialmente nublado com chuva em areas isoladas a qualquer hora do dia,Estavel,24,34,40,95,NE - SE,Fracos/Moderados
11/10/2022,Sao Joao do Araguaia - PA,Parcialmente nublado a nublado com chuva e trovoadas a tarde e a noite,Estavel,23,32,55,100,SE - NE,Fracos/Moderados
13/10/2022,Sao Joao do Araguaia - PA,Poucas nuvens a nublado,Estavel,23,34,55,95,SE - NE,Fracos/Moderados
14/10/2022,Sao Joao do Araguaia - PA,Claro a parcialmente nublado,Estavel,23,36,45,95,SE - NE,Fracos/Moderados
15/10/2022,Sao Joao do Araguaia - PA,Parcialmente nublado a nublado com chuva e trovoadas a tarde e a noite,Declinio,23,34,55,100,N - NE,Fracos/Moderados
16/10/2022,Sao Joao do Araguaia - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas a tarde,Estavel,23,33,55,100,N - NE,Fracos/Moderados
17/10/2022,Sao Joao do Araguaia - PA,Poucas nuvens a nublado com pancadas de chuva e trovoadas isoladas a tarde,Estavel,23,33,55,100,N - NE,Fracos/Moderados
18/10/2022,Sao Joao do Araguaia - PA,Poucas nuvens a nublado,Estavel,24,36,40,95,N - NE,Fracos/Moderados
19/10/2022,Sao Joao do Araguaia - PA,Poucas nuvens a nublado,Estavel,24,36,40,95,N - NE,Fracos/Moderados
20/10/2022,Sao Joao do Araguaia - PA,Poucas nuvens a nublado,Estavel,22,35,40,95,N - NE,Fracos/Moderados
21/10/2022,Sao Joao do Araguaia - PA,Poucas nuvens a nublado com pancadas de chuva a tarde,Estavel,22,35,40,95,N - NE,Fracos/Moderados
22/10/2022,Sao Joao do Araguaia - PA,Encoberto a nublado com pancadas de chuva a tarde,Estavel,22,32,55,95,N - NE,Fracos/Moderados
23/10/2022,Sao Joao do Araguaia - PA,Parcialmente nublado a nublado com chuva e trovoadas a tarde e a noite,Estavel,22,34,50,100,N - NE,Fracos/Moderados
24/10/2022,Sao Joao do Araguaia - PA,Parcialmente nublado a nublado com chuva e trovoadas na madrugada,Estavel,22,33,50,100,N - NE,Fracos/Moderados
25/10/2022,Sao Joao do Araguaia - PA,Nublado a parcialmente nublado com chuva e trovoadas a qualquer hora do dia,Declinio,23,33,60,100,SW - NE,Fracos/Moderados
26/10/2022,Sao Joao do Araguaia - PA,Nublado a parcialmente nublado com chuva e trovoadas a qualquer hora do dia,Estavel,23,31,65,100,SE - NE,Fracos/Moderados
27/10/2022,Sao Joao do Araguaia - PA,Parcialmente nublado a nublado com chuva e trovoadas a tarde e a noite,Estavel,23,32,65,100,SE - NE,Fracos/Moderados
28/10/2022,Sao Joao do Araguaia - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas a tarde,Estavel,23,32,60,100,SE - NE,Fracos/Moderados
29/10/2022,Sao Joao do Araguaia - PA,Poucas nuvens a nublado,Elevacao,23,34,60,100,SE - NE,Fracos/Moderados
30/10/2022,Sao Joao do Araguaia - PA,Poucas nuvens a nublado com pancadas de chuva e trovoadas a tarde,Estavel,23,34,60,100,SE - NE,Fracos/Moderados
31/10/2022,Sao Joao do Araguaia - PA,Poucas nuvens a nublado com pancadas de chuva e trovoadas a tarde,Estavel,23,33,60,100,SE - NE,Fracos/Moderados
04/10/2022,Sao Jose de Ribamar - MA,Parcialmente nublado com possibilidade de chuva em areas isoladas a tarde,Estavel,26,33,50,95,E - NE,Fracos/Moderados
05/10/2022,Sao Jose de Ribamar - MA,Claro a parcialmente nublado,Estavel,26,33,50,90,NE - E,Fracos/Moderados
06/10/2022,Sao Jose de Ribamar - MA,Claro a parcialmente nublado,Estavel,26,33,50,90,NE - E,Fracos/Moderados
07/10/2022,Sao Jose de Ribamar - MA,Claro a parcialmente nublado,Estavel,26,33,50,90,NE - E,Fracos/Moderados
08/10/2022,Sao Jose de Ribamar - MA,Poucas nuvens a parcialmente nublado,Estavel,26,32,55,95,NE - E,Fracos/Moderados
09/10/2022,Sao Jose de Ribamar - MA,Claro a parcialmente nublado,Estavel,26,33,50,90,NE - E,Fracos/Moderados
10/10/2022,Sao Jose de Ribamar - MA,Poucas nuvens a nublado com pancadas de chuva e trovoadas isoladas a tarde,Estavel,26,32,55,95,NE - E,Fracos/Moderados
11/10/2022,Sao Jose de Ribamar - MA,Poucas nuvens a nublado,Estavel,26,33,55,95,NE - E,Fracos/Moderados
12/10/2022,Sao Jose de Ribamar - MA,Poucas nuvens a nublado,Estavel,27,33,50,95,NE - E,Fracos/Moderados
13/10/2022,Sao Jose de Ribamar - MA,Poucas nuvens a nublado com pancadas de chuva isoladas a tarde,Estavel,27,33,50,95,NE - E,Fracos/Moderados
14/10/2022,Sao Jose de Ribamar - MA,Poucas nuvens a nublado com pancadas de chuva isoladas a tarde,Estavel,27,33,50,95,NE - E,Fracos/Moderados
15/10/2022,Sao Jose de Ribamar - MA,Poucas nuvens a nublado com pancadas de chuva isoladas a tarde,Estavel,27,33,50,95,NE - E,Fracos/Moderados
16/10/2022,Sao Jose de Ribamar - MA,Poucas nuvens a nublado com pancadas de chuva isoladas a tarde,Estavel,27,33,50,95,NE - E,Fracos/Moderados
17/10/2022,Sao Jose de Ribamar - MA,Poucas nuvens a nublado com pancadas de chuva isoladas a tarde,Estavel,27,33,50,95,NE - E,Fracos/Moderados
18/10/2022,Sao Jose de Ribamar - MA,Claro a nublado com pancadas de chuva isoladas a tarde,Estavel,25,33,60,95,SE - E,Fracos/Moderados
19/10/2022,Sao Jose de Ribamar - MA,Poucas nuvens a nublado com pancadas de chuva isoladas a tarde,Estavel,25,33,60,95,SE - E,Fracos/Moderados
20/10/2022,Sao Jose de Ribamar - MA,Claro a nublado,Estavel,24,33,60,95,SE - E,Fracos/Moderados
